RXI$US_N.B.EU,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.KO,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SD,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.SZ,RXI_N.B.TA,RXI_N.B.TH,RXI_N.B.VE,JRXWTFB_N.B,JRXWTFN_N.B,JRXWTFO_N.B,RXI$US_N.B.AL,RXI$US_N.B.NZ,RXI_N.B.CA,RXI_N.B.HK,RXI_N.B.SL,Date
1.1214,1.3257,3.2687,6.6778,6.6368,66.76,102.86,1106.83,4.0675,18.8395,8.2573,8.4995,14.391,1.3592,0.977,31.58,34.83,9.975,121.4739,90.0638,155.1636,0.7549,0.7336,1.3034,7.757,144.8,2016-09-09
1.123,1.3313,3.2762,6.6788,6.6284,66.79,101.96,1112.03,4.0675,19.0705,8.2301,8.4992,14.39,1.3591,0.9736,31.7,34.88,9.975,121.656,89.9379,155.7333,0.7526,0.7321,1.3076,7.7579,144.62,2016-09-12
1.1242,1.3184,3.3144,6.6782,6.6203,67.03,102.14,1124.61,4.105,19.1651,8.2491,8.5072,14.4735,1.366,0.974,31.77,34.93,9.975,122.0296,90.1943,156.2374,0.747,0.7262,1.3167,7.7584,144.8,2016-09-13
1.1271,1.3204,3.3196,6.6707,6.604,66.78,102.33,1123.81,4.121,19.2075,8.2232,8.4628,14.255,1.3629,0.9708,31.68,34.87,9.975,121.9688,90.1269,156.1886,0.7485,0.7304,1.3187,7.7582,145.5,2016-09-14
1.1246,1.3215,3.3274,6.6707,6.62,66.84,102.24,1122.83,4.137,19.2425,8.2309,8.4753,14.1875,1.3627,0.9714,31.68,34.9,9.975,121.9751,90.104,156.2325,0.7512,0.7308,1.3145,7.758,145.4,2016-09-15
1.116,1.309,3.2923,6.6707,6.6744,67.1,102.36,1127.37,4.137,19.6645,8.302,8.5761,14.2265,1.3681,0.9794,31.7,34.92,9.975,122.6698,90.6569,157.0706,0.7489,0.7271,1.3212,7.7585,144.9,2016-09-16
1.1179,1.3051,3.2565,6.665,6.6648,66.94,101.82,1117.44,4.133,19.6205,8.2822,8.5483,14.005,1.3605,0.9798,31.37,34.77,9.975,122.3581,90.461,156.6268,0.756,0.7317,1.318,7.7578,145.1,2016-09-19
1.1172,1.2974,3.2633,6.67,6.6724,66.97,101.66,1117.34,4.137,19.8485,8.2961,8.5801,13.855,1.3621,0.9781,31.31,34.76,9.975,122.6369,90.6014,157.0688,0.7552,0.7323,1.3228,7.7574,145.7,2016-09-20
1.1165,1.2978,3.2393,6.6695,6.6772,66.99,100.62,1112.17,4.135,19.8425,8.2941,8.5831,13.68,1.3577,0.9758,31.28,34.7,9.975,122.4165,90.3832,156.8584,0.7589,0.7328,1.3186,7.7559,145.8,2016-09-21
1.1229,1.3092,3.2092,6.663,6.639,66.6,100.8,1100.59,4.106,19.555,8.107,8.5322,13.6075,1.3558,0.9678,31.3,34.59,9.975,121.6889,89.7852,156.0051,0.7644,0.7315,1.3036,7.7556,145.8,2016-09-22
1.1223,1.2959,3.227,6.669,6.6427,66.66,101.04,1102.21,4.11,19.736,8.1099,8.5457,13.69,1.3592,0.9702,31.34,34.63,9.975,122.1416,90.1788,156.5082,0.7621,0.7235,1.3163,7.7565,145.8,2016-09-23
1.127,1.2978,3.2345,6.6683,6.6117,66.56,100.34,1106.99,4.126,19.8605,8.0889,8.5175,13.675,1.3593,0.9668,31.41,34.61,9.975,122.1438,89.9626,156.7943,0.7642,0.728,1.3196,7.7556,146.15,2016-09-26
1.1208,1.3005,3.2364,6.6691,6.6483,66.5,100.36,1099.22,4.122,19.465,8.1532,8.612,13.48,1.3609,0.9718,31.37,34.59,9.975,121.9609,90.2764,155.9771,0.7658,0.7294,1.3247,7.7542,145.75,2016-09-27
1.12,1.2996,3.2468,6.673,6.654,66.5,100.57,1096.73,4.136,19.512,8.0828,8.5889,13.6825,1.3617,0.9724,31.35,34.6,9.975,122.0358,90.3146,156.0952,0.7659,0.7254,1.3237,7.7534,145.9,2016-09-28
1.1244,1.2991,3.2276,6.665,6.6274,66.72,101.48,1097.39,4.122,19.3825,8.004,8.5435,13.855,1.3621,0.9655,31.35,34.64,9.975,121.696,89.9928,155.7517,0.7676,0.7285,1.3101,7.7552,146.1,2016-09-29
1.1238,1.3015,3.2434,6.6685,6.6249,66.58,101.21,1097.98,4.132,19.3355,7.9897,8.5726,13.72,1.3628,0.9694,31.27,34.6,9.975,121.6921,90.0138,155.7157,0.7667,0.729,1.3115,7.7555,146.2,2016-09-30
1.121,1.284,3.2333,6.6685,6.6401,66.52,101.54,1104.79,4.132,19.335,7.9725,8.5641,13.645,1.3658,0.974,31.36,34.65,9.975,121.8957,90.315,155.7815,0.7664,0.7263,1.3138,7.7557,146.25,2016-10-03
1.1212,1.2746,3.2339,6.6685,6.6359,66.49,102.66,1110.77,4.125,19.236,7.9934,8.5838,13.73,1.3701,0.978,31.43,34.75,9.975,122.0467,90.6016,155.7495,0.7644,0.7246,1.3171,7.7563,146.1,2016-10-04
1.1196,1.2745,3.2326,6.6685,6.646,66.53,103.53,1114.53,4.135,19.2455,8.0317,8.5989,13.715,1.3701,0.977,31.45,34.84,9.975,122.1887,90.7843,155.8313,0.7618,0.7173,1.3177,7.7572,146.1,2016-10-05
1.1158,1.2647,3.2309,6.6685,6.6691,66.7,104.02,1114.53,4.14,19.232,8.0431,8.6246,13.855,1.3726,0.9798,31.5,34.86,9.975,122.3816,91.1212,155.8293,0.758,0.7161,1.3209,7.7575,146.15,2016-10-06
1.1156,1.2434,3.2296,6.6685,6.6693,66.61,103.42,1115.95,4.155,19.3325,8.1198,8.6616,13.9325,1.3755,0.9806,31.47,34.92,9.975,122.6397,91.3877,156.0628,0.7556,0.7119,1.3306,7.7583,146.25,2016-10-07
1.1062,1.2218,3.2111,6.719,6.7268,66.81,103.36,1124.21,4.17,18.9685,8.1872,8.8172,14.36,1.3784,0.9878,31.64,35.43,9.975,122.8552,91.7495,156.0805,0.7545,0.7067,1.3235,7.76,146.45,2016-10-11
1.1014,1.2195,3.2111,6.718,6.7531,66.85,104.48,1127.23,4.19,18.999,8.229,8.8306,14.255,1.3853,0.9902,31.63,35.62,9.975,123.1617,92.1606,156.2383,0.7553,0.7048,1.3277,7.7571,146.8,2016-10-12
1.1038,1.2201,3.199,6.7248,6.7387,66.84,103.62,1133.31,4.211,19.044,8.187,8.805,14.2225,1.3838,0.987,31.74,35.39,9.975,123.0637,91.833,156.4373,0.7558,0.7081,1.3219,7.7562,146.6,2016-10-13
1.0985,1.2189,3.1975,6.7277,6.7726,66.69,104.1,1133.13,4.198,19.0475,8.2257,8.8353,14.2475,1.3901,0.9902,31.76,35.31,9.975,123.156,91.9836,156.4506,0.761,0.7087,1.3169,7.7587,146.55,2016-10-14
1.1,1.2186,3.1985,6.735,6.7652,66.8,103.96,1137.61,4.215,18.885,8.182,8.8135,14.145,1.3891,0.988,31.79,35.26,9.975,123.0115,91.8327,156.3218,0.7626,0.7134,1.3135,7.7591,146.8,2016-10-17
1.0997,1.231,3.1787,6.7401,6.7658,66.71,103.8,1123.75,4.1925,18.6575,8.1468,8.8087,13.89,1.3848,0.9886,31.53,35.02,9.975,122.5884,91.668,155.5919,0.7679,0.7218,1.3105,7.7586,146.75,2016-10-18
1.0966,1.2279,3.1677,6.737,6.7859,66.64,103.3,1120.01,4.19,18.5605,8.1423,8.8431,13.86,1.3865,0.9894,31.44,34.87,9.975,122.4804,91.7234,155.2821,0.7715,0.7223,1.3105,7.7574,146.9,2016-10-19
1.0934,1.2256,3.1548,6.7439,6.8036,66.83,103.92,1128.39,4.181,18.591,8.1841,8.8577,13.9125,1.3912,0.9916,31.58,34.96,9.975,122.84,92.1421,155.5489,0.764,0.7203,1.3197,7.7577,146.7,2016-10-20
1.0866,1.221,3.159,6.7654,6.8453,66.94,103.96,1137.17,4.183,18.6315,8.2636,8.9297,14.0275,1.3954,0.9951,31.75,35.14,9.975,123.3637,92.6955,156.0096,0.7597,0.7154,1.3324,7.7576,147,2016-10-21
1.0888,1.2204,3.1255,6.7728,6.8314,66.89,104.2,1135.4,4.175,18.5835,8.2463,8.9039,13.9175,1.3939,0.992,31.68,35.04,9.975,123.314,92.7589,155.82,0.7603,0.7133,1.3387,7.7576,146.9,2016-10-24
1.089,1.2164,3.1142,6.778,6.8296,66.8,104.25,1129.89,4.155,18.485,8.2593,8.9224,13.775,1.3906,0.994,31.53,34.9,9.975,123.1234,92.6755,155.5037,0.7652,0.7168,1.3333,7.7569,147.1,2016-10-25
1.0916,1.2234,3.132,6.7706,6.8141,66.83,104.42,1134.94,4.159,18.668,8.262,8.8994,13.8775,1.3898,0.9927,31.59,34.99,9.975,123.2764,92.6073,155.9276,0.7657,0.7156,1.3361,7.756,147.1,2016-10-26
1.0904,1.2173,3.1494,6.7819,6.8214,66.85,105.14,1145.85,4.182,18.814,8.2536,9.0646,13.86,1.3953,0.994,31.7,35.09,9.975,123.6923,92.8768,156.5077,0.7606,0.7123,1.3385,7.7545,147.5,2016-10-27
1.0934,1.2155,3.1833,6.776,6.8027,66.78,105.4,1146.49,4.197,18.717,8.2647,9.0353,13.8325,1.3938,0.9932,31.61,35.06,9.975,123.5783,92.8178,156.3299,0.7578,0.7144,1.3383,7.7536,147.6,2016-10-28
1.0962,1.2212,3.1658,6.7735,6.79,66.72,105.07,1145.37,4.19,18.79,8.2501,9.0207,13.485,1.3917,0.989,31.54,34.99,9.975,123.5141,92.6507,156.3987,0.7611,0.7156,1.3403,7.7549,147.6,2016-10-31
1.1042,1.2218,3.2342,6.763,6.7359,66.7,104.59,1142.68,4.179,19.1,8.1986,8.9479,13.575,1.3887,0.979,31.54,35.01,9.975,123.482,92.1958,156.9046,0.7659,0.7176,1.3377,7.7546,147.5,2016-11-01
1.1119,1.2315,3.2364,6.7606,6.6914,66.66,103.22,1148.39,4.189,19.3905,8.1826,8.8938,13.51,1.3826,0.9701,31.52,34.95,9.975,123.4359,91.6698,157.4747,0.7667,0.7296,1.3387,7.7552,147.75,2016-11-02
1.1094,1.2454,3.2386,6.7612,6.7059,66.68,103.17,1142.68,4.185,19.2255,8.166,8.9318,13.475,1.3843,0.9746,31.54,34.95,9.975,123.2915,91.6725,157.1492,0.7681,0.7322,1.3384,7.7547,147.5,2016-11-03
1.1121,1.2546,3.2411,6.7534,6.689,66.75,103.02,1142.68,4.179,19.118,8.1751,8.9543,13.61,1.3832,0.9682,31.54,35.01,9.975,123.1203,91.5412,156.9362,0.7669,0.7311,1.3413,7.7559,147.5,2016-11-04
1.1038,1.2403,3.1978,6.774,6.7414,66.73,104.6,1141.27,4.207,18.6365,8.2355,9.0272,13.3425,1.3902,0.9758,31.45,35.01,9.9875,123.076,92.0824,156.1474,0.77,0.7324,1.338,7.7561,147.75,2016-11-07
1.1034,1.2372,3.1801,6.784,6.7445,66.39,104.98,1131.39,4.2,18.435,8.2277,9.0102,13.2725,1.389,0.9757,31.41,34.96,9.975,122.8327,92.0639,155.6316,0.7733,0.7355,1.3335,7.755,147.5,2016-11-08
1.0952,1.2474,3.2163,6.7769,6.795,66.48,104.84,1150.64,4.224,19.7745,8.2885,9.0293,13.475,1.3953,0.9812,31.53,34.94,9.975,124.2711,92.4383,158.35,0.7674,0.7302,1.3406,7.7552,147.6,2016-11-09
1.0882,1.2523,3.3653,6.7987,6.8389,66.86,106.56,1162.11,4.27,20.4935,8.3883,9.0874,14.0425,1.4089,0.9878,31.77,35.19,9.975,125.6112,93.0625,160.5368,0.759,0.7202,1.3474,7.7562,147.4,2016-11-10
1.0723,1.2469,3.4485,6.8447,6.9422,67.78,108.3,1171.25,4.325,20.8415,8.4973,9.1669,14.37,1.4175,0.9978,31.99,35.5,9.975,126.9848,94.1518,162.1999,0.7532,0.7085,1.3581,7.7581,147.3,2016-11-14
1.0726,1.2422,3.4479,6.8556,6.9408,67.8,108.94,1170.21,4.34,20.345,8.4359,9.1814,14.2,1.4154,1.0015,31.83,35.44,9.975,126.5164,94.049,161.2873,0.754,0.7095,1.3468,7.7575,147.75,2016-11-15
1.0699,1.245,3.4198,6.877,6.9557,68.07,109.16,1172.41,4.345,20.272,8.4915,9.1849,14.295,1.4148,1.0019,31.85,35.47,9.975,126.5903,94.0678,161.4277,0.7492,0.7079,1.3415,7.7575,147.75,2016-11-16
1.0656,1.245,3.4134,6.8674,6.9833,67.93,109.64,1176.03,4.3456,20.1845,8.5061,9.2191,14.305,1.4177,1.0048,31.93,35.45,9.975,126.6666,94.3378,161.2517,0.7455,0.7058,1.3429,7.7568,147.75,2016-11-17
1.06,1.2327,3.3894,6.8873,7.0193,68.12,110.51,1177.71,4.414,20.425,8.585,9.2515,14.38,1.4255,1.0094,32.01,35.54,9.975,127.3803,94.9654,162.0376,0.7345,0.7028,1.3518,7.7572,148,2016-11-18
1.0597,1.2474,3.3585,6.8918,7.0208,68.23,111.12,1178.51,4.417,20.488,8.563,9.2494,14.2675,1.426,1.0112,31.89,35.52,9.975,127.2803,94.7899,162.0393,0.7357,0.7057,1.3432,7.7555,147.95,2016-11-21
1.0618,1.2424,3.3595,6.888,7.0058,68.4,110.98,1173.25,4.417,20.5125,8.5354,9.2267,14.1325,1.4246,1.01,31.85,35.49,9.975,127.2312,94.7344,162.001,0.7388,0.7048,1.3444,7.7557,148,2016-11-22
1.056,1.2458,3.3945,6.9195,7.0451,68.86,112.58,1181.57,4.44,20.653,8.6025,9.2686,14.2025,1.4325,1.0156,31.99,35.69,9.975,127.8914,95.1942,162.8823,0.7391,0.701,1.3467,7.7561,148,2016-11-23
1.0595,1.2462,3.4229,6.9176,7.0221,68.59,113.17,1174.99,4.453,20.6505,8.5757,9.2289,14.105,1.4287,1.0136,31.85,35.61,9.975,127.8604,95.2011,162.8044,0.7425,0.7045,1.3512,7.7553,148.2,2016-11-25
1.0576,1.2411,3.3871,6.9055,7.0341,68.56,112.36,1170.53,4.46,20.574,8.5702,9.2275,13.7325,1.426,1.0158,31.76,35.6,9.975,127.5444,94.974,162.3918,0.7478,0.7063,1.3401,7.7555,148.2,2016-11-28
1.0626,1.2505,3.4011,6.8933,7.0013,68.64,112.78,1169.99,4.464,20.595,8.546,9.1902,13.88,1.4263,1.0132,31.82,35.66,9.975,127.4658,94.8391,162.3893,0.7469,0.7119,1.3435,7.7562,148.4,2016-11-29
1.0578,1.2481,3.3854,6.8837,7.0335,68.56,114.34,1175.87,4.464,20.4565,8.5223,9.2548,14.0775,1.4336,1.0187,31.92,35.7,9.975,127.5646,95.2607,162.0707,0.7387,0.7081,1.3425,7.7566,148.4,2016-11-30
1.0634,1.2596,3.4717,6.883,6.9958,68.29,114.34,1167.31,4.461,20.7375,8.4446,9.2479,14.075,1.427,1.0126,31.93,35.67,9.975,127.4882,94.7611,162.5393,0.7411,0.7072,1.333,7.7563,148.1,2016-12-01
1.0666,1.2685,3.4576,6.883,6.9733,68.04,113.76,1167.7,4.45,20.613,8.4152,9.1936,13.8825,1.4207,1.011,31.88,35.61,9.975,127.141,94.4291,162.1915,0.7445,0.7139,1.3298,7.7547,148.3,2016-12-02
1.0723,1.2708,3.4314,6.8775,6.9368,68.06,114.1,1168.11,4.447,20.5725,8.3801,9.1554,13.7725,1.4232,1.0103,32.01,35.65,9.975,126.9266,94.182,162.0311,0.7476,0.7134,1.3271,7.7555,148.1,2016-12-05
1.0717,1.2706,3.4269,6.879,6.9405,67.72,113.98,1171.5,4.433,20.375,8.3907,9.1214,13.5975,1.4195,1.0093,31.92,35.61,9.975,126.7412,94.2034,161.5902,0.7454,0.7113,1.3279,7.7552,148.8,2016-12-06
1.0758,1.2604,3.3977,6.878,6.914,67.5,113.5,1161.67,4.43,20.328,8.3641,9.0784,13.52,1.4182,1.0065,31.72,35.61,9.975,126.4583,93.984,161.241,0.7479,0.716,1.3251,7.756,148.4,2016-12-07
1.0625,1.2574,3.3798,6.8771,7.0011,67.42,114.16,1162.49,4.42,20.3765,8.4326,9.1273,13.65,1.424,1.0154,31.73,35.63,9.975,126.8144,94.546,161.3145,0.7448,0.7168,1.322,7.7557,148.5,2016-12-08
1.0541,1.259,3.3595,6.9042,7.0542,67.51,115.17,1171.88,4.4215,20.333,8.5199,9.1968,13.765,1.4312,1.0184,31.8,35.68,9.975,127.1143,94.8673,161.5714,0.7442,0.7139,1.3162,7.7586,148.6,2016-12-09
1.0606,1.2677,3.3505,6.9045,7.0117,67.38,115.34,1164.37,4.4215,20.223,8.4506,9.1874,13.645,1.4258,1.0157,31.77,35.59,9.975,126.7305,94.5211,161.1599,0.7486,0.7189,1.3137,7.7577,148.4,2016-12-12
1.0635,1.2685,3.3308,6.8984,6.9922,67.47,115.26,1164.65,4.434,20.256,8.4178,9.1553,13.6375,1.4236,1.0118,31.77,35.58,9.975,126.6047,94.3427,161.1077,0.7494,0.7204,1.3119,7.7562,148.4,2016-12-13
1.0656,1.2706,3.3332,6.9025,6.9777,67.43,115.06,1165.13,4.444,20.2295,8.4628,9.1535,13.6725,1.4227,1.0099,31.73,35.57,9.975,126.5634,94.2245,161.1669,0.7512,0.7228,1.3123,7.7559,148.3,2016-12-14
1.0375,1.2389,3.3933,6.941,7.1648,67.91,118.32,1185.35,4.462,20.614,8.6916,9.4207,14.1025,1.4478,1.0334,32,35.8,9.975,128.6568,96.5937,162.8031,0.7343,0.7015,1.3397,7.7602,148.4,2016-12-15
1.0456,1.2478,3.386,6.958,7.1096,67.82,117.74,1183.72,4.4763,20.417,8.6706,9.3581,14.075,1.445,1.0258,31.94,35.81,9.975,128.2517,96.0226,162.6276,0.7298,0.6981,1.3339,7.7659,149.22,2016-12-16
1.0444,1.2419,3.3725,6.9506,7.1167,67.83,116.6,1187.71,4.4765,20.412,8.6555,9.3427,14.0925,1.4458,1.0226,31.98,35.85,9.975,128.2576,96.077,162.5719,0.7264,0.6949,1.3395,7.7674,149,2016-12-19
1.039,1.2358,3.3631,6.947,7.1549,67.97,117.86,1192.13,4.478,20.4305,8.6995,9.3557,14.015,1.4443,1.0282,32.06,36,9.975,128.4901,96.461,162.6015,0.7252,0.6921,1.3376,7.7658,148.75,2016-12-20
1.0425,1.2348,3.3335,6.939,7.1317,67.82,117.79,1193.91,4.477,20.51,8.6671,9.228,13.9385,1.4434,1.0262,32.05,36,9.975,128.4245,96.3541,162.5912,0.7244,0.6902,1.3401,7.7633,149.05,2016-12-21
1.0452,1.2301,3.3153,6.9473,7.1122,67.86,117.48,1204.65,4.476,20.7095,8.7014,9.1911,14.0305,1.4476,1.0246,32.19,36.01,9.975,128.6795,96.3847,163.1172,0.7216,0.6909,1.347,7.7619,149.6,2016-12-22
1.0449,1.2252,3.2687,6.9432,7.1138,67.84,117.22,1201.51,4.4725,20.611,8.7043,9.198,14.0081,1.4469,1.0268,32.18,35.96,9.975,128.6197,96.5494,162.7767,0.7174,0.687,1.3533,7.7587,149.5,2016-12-23
1.0458,1.2261,3.28,6.9491,7.1098,68.01,117.52,1207.68,4.476,20.7085,8.7092,9.2277,13.9325,1.449,1.0284,32.27,36,9.975,128.7938,96.5926,163.1073,0.7189,0.689,1.3553,7.7596,149.2,2016-12-27
1.0389,1.2222,3.283,6.9559,7.155,68.2,117.66,1212.22,4.48,20.735,8.7485,9.206,13.8575,1.4522,1.0313,32.42,36,9.975,129.0778,96.9058,163.3406,0.7185,0.691,1.3555,7.7575,149.3,2016-12-28
1.0486,1.2237,3.2456,6.9535,7.0888,67.91,116.32,1207.05,4.483,20.6755,8.6598,9.1213,13.6225,1.4482,1.023,32.26,35.89,9.975,128.5027,96.1792,162.9855,0.722,0.6958,1.3488,7.7549,149.6,2016-12-29
1.0552,1.2337,3.2532,6.943,7.0462,67.92,116.78,1203.73,4.4845,20.617,8.6107,9.0803,13.7,1.4465,1.016,32.4,35.81,9.975,128.2131,95.7631,162.8713,0.723,0.6958,1.3426,7.7534,149.6,2016-12-30
1.0416,1.2256,3.2526,6.9575,7.1376,68.37,117.68,1207.23,4.49,20.906,8.6489,9.1583,13.78,1.4498,1.0266,32.37,35.89,9.975,128.9627,96.5035,163.5944,0.7231,0.6927,1.3437,7.7561,149.8,2017-01-03
1.0476,1.2299,3.2139,6.9322,7.0963,67.9,117.38,1198.07,4.496,21.3855,8.5925,9.1108,13.6275,1.4409,1.0228,32.16,35.82,9.975,128.7344,95.89,163.8685,0.727,0.6949,1.3293,7.7544,149.35,2017-01-04
1.0598,1.2415,3.2051,6.887,7.0138,67.74,115.46,1182.46,4.483,21.395,8.4944,8.9981,13.5575,1.4292,1.0107,31.78,35.67,9.975,127.7769,94.8933,163.013,0.7334,0.7022,1.3216,7.754,149.7,2017-01-05
1.056,1.2314,3.2113,6.9176,7.0398,68.12,116.85,1198.85,4.471,21.296,8.5193,9.0421,13.715,1.4372,1.015,32,35.72,9.975,128.1802,95.2993,163.3909,0.7305,0.6973,1.3216,7.7547,149.7,2017-01-06
1.0576,1.2167,3.1916,6.935,7.0291,68.08,116.07,1200.51,4.475,21.3375,8.5454,9.0441,13.6325,1.4345,1.0148,32.02,35.64,9.975,128.2527,95.2333,163.6373,0.7364,0.7027,1.322,7.7556,149.6,2017-01-09
1.0572,1.2165,3.1971,6.918,7.0313,68.25,115.74,1196.96,4.473,21.6245,8.5949,9.0643,13.6725,1.4348,1.0158,31.92,35.53,9.975,128.354,95.1906,163.9185,0.737,0.6986,1.3208,7.7542,149.6,2017-01-10
1.0501,1.2118,3.2024,6.9365,7.0801,68.39,116.26,1197.59,4.47,21.875,8.624,9.1003,13.8375,1.4364,1.0203,31.9,35.55,9.975,128.8561,95.5784,164.5398,0.74,0.7008,1.3219,7.7554,149.8,2017-01-11
1.0666,1.2211,3.1821,6.889,6.97,67.99,113.87,1170.93,4.456,21.7045,8.4988,8.9121,13.4675,1.4221,1.0066,31.49,35.29,9.975,127.5389,94.3296,163.2086,0.7508,0.7138,1.313,7.7541,149.8,2017-01-12
1.0625,1.2198,3.2077,6.8985,6.9977,68.16,115.03,1177.81,4.46,21.5435,8.506,8.9143,13.4425,1.4313,1.0098,31.6,35.42,9.975,127.7486,94.6553,163.2566,0.7481,0.7105,1.3134,7.7548,149.8,2017-01-13
1.0695,1.2388,3.2077,6.852,6.9532,67.9,112.96,1161.61,4.46,21.5825,8.4667,8.9119,13.495,1.4171,1.0028,31.38,35.3,9.975,126.9705,93.8325,162.5806,0.754,0.7183,1.306,7.7559,149.65,2017-01-17
1.0682,1.2309,3.2242,6.836,6.9614,68.12,113.4,1170.73,4.443,21.851,8.4536,8.9134,13.505,1.4235,1.0028,31.53,35.3,9.975,127.411,94.21,163.0775,0.7553,0.7178,1.3175,7.7563,150.1,2017-01-18
1.063,1.2319,3.2024,6.868,6.9955,68.1,115.3,1177.03,4.447,21.891,8.4648,8.977,13.6,1.4289,1.0094,31.6,35.42,9.975,128.06,94.9635,163.5546,0.7545,0.7171,1.3327,7.7568,149.7,2017-01-19
1.074,1.2485,3.1685,6.8514,6.9233,68.11,112.9,1165.82,4.436,21.4355,8.3693,8.8427,13.5,1.4186,0.999,31.41,35.26,9.975,126.9517,94.0141,162.3037,0.7564,0.7215,1.3283,7.7559,149.9,2017-01-23
1.0749,1.2531,3.1695,6.8555,6.9177,68.12,113.63,1165.25,4.433,21.384,8.3274,8.8411,13.3375,1.4178,0.9998,31.31,35.22,9.975,126.7655,93.778,162.1926,0.7584,0.7261,1.3152,7.7567,149.95,2017-01-24
1.0743,1.262,3.1697,6.8812,6.9214,68.04,113.6,1164.13,4.437,21.311,8.3213,8.8254,13.2625,1.4168,0.9996,31.31,35.22,9.975,126.698,93.5852,162.2914,0.7565,0.7268,1.3074,7.7572,150.05,2017-01-25
1.067,1.2579,3.1892,6.8768,6.9694,68.17,114.7,1169.61,4.427,21.295,8.3583,8.8582,13.3825,1.425,1.0011,31.42,35.32,9.975,127.0451,94.0826,162.4238,0.7531,0.7232,1.3104,7.7576,150.05,2017-01-26
1.069,1.2531,3.1537,6.8768,6.9568,68.06,115.16,1175.73,4.43,21.0245,8.3346,8.8499,13.49,1.4281,0.9992,31.5,35.28,9.975,126.8371,94.0909,161.9487,0.7549,0.7257,1.3108,7.758,150,2017-01-27
1.0681,1.2478,3.1152,6.8768,6.9629,67.8,113.86,1171.27,4.43,20.753,8.3181,8.8396,13.535,1.422,0.9976,31.38,35.21,9.975,126.4712,93.9569,161.3049,0.7556,0.7281,1.3092,7.7575,150.2,2017-01-30
1.0794,1.2585,3.1477,6.8768,6.8894,67.48,112.72,1151.45,4.428,20.8355,8.2444,8.7525,13.5075,1.4095,0.9888,31.19,35.09,9.975,125.9632,93.1719,161.1823,0.7582,0.7329,1.303,7.7579,150.1,2017-01-31
1.0758,1.2643,3.153,6.8768,6.914,67.4,113.29,1154.45,4.428,20.8155,8.2492,8.7643,13.425,1.4151,0.993,31.17,35.12,9.975,126.1359,93.4706,161.1824,0.7564,0.7251,1.3088,7.7593,150.5,2017-02-01
1.0802,1.2541,3.1245,6.8768,6.885,67.2,112.48,1139.9,4.422,20.626,8.2157,8.7176,13.3675,1.4086,0.9894,31,35.05,9.975,125.6026,93.0861,160.4872,0.7673,0.7306,1.3018,7.7594,150.2,2017-02-02
1.0792,1.2504,3.1157,6.865,6.8919,67.18,112.42,1134.65,4.426,20.3565,8.2061,8.7681,13.23,1.407,0.991,30.79,35.01,9.975,125.2827,93.1178,159.7325,0.7686,0.7322,1.3003,7.7582,150.2,2017-02-03
1.0731,1.245,3.1181,6.86,6.9299,67.2,112.32,1134.87,4.427,20.517,8.2552,8.8343,13.4,1.4113,0.9934,30.89,35.01,9.975,125.6922,93.6135,160.0096,0.7641,0.7304,1.3116,7.7579,150.53,2017-02-06
1.069,1.2486,3.1235,6.8821,6.9536,67.35,112.14,1142.89,4.434,20.6415,8.3121,8.8625,13.4175,1.4163,0.997,31.06,35.02,9.975,126.0999,93.833,160.6363,0.7636,0.7316,1.3166,7.7586,150.5,2017-02-07
1.0708,1.2543,3.119,6.87,6.9432,67.04,111.74,1143.25,4.437,20.499,8.3037,8.8331,13.3875,1.4149,0.9934,31.03,34.99,9.975,125.815,93.6399,160.2491,0.7648,0.7322,1.3156,7.7588,150.5,2017-02-08
1.0658,1.2516,3.1291,6.866,6.9757,66.71,113.24,1149.88,4.437,20.4155,8.338,8.9006,13.3925,1.4195,1.0013,31.06,35.06,9.975,125.9791,94.0358,160.1086,0.7623,0.7182,1.3139,7.7575,150.5,2017-02-09
1.065,1.2502,3.1092,6.8775,6.9809,66.8,113.22,1146.78,4.442,20.3135,8.3656,8.9,13.38,1.4194,1.0028,30.94,35.06,9.975,125.823,93.9236,159.9048,0.7686,0.7207,1.3073,7.7588,150.35,2017-02-10
1.0603,1.251,3.1106,6.8776,7.014,66.99,113.79,1150.16,4.447,20.325,8.3858,8.9362,13.3125,1.4235,1.0054,30.96,35.09,9.975,126.017,94.1826,160.006,0.7644,0.7175,1.3072,7.7592,150.45,2017-02-13
1.0577,1.2465,3.1074,6.8649,7.0301,66.88,114.34,1139.33,4.448,20.345,8.4049,8.94,13.1625,1.4204,1.0072,30.78,35.05,9.975,126.0155,94.4216,159.6995,0.7638,0.7154,1.3092,7.7595,150.43,2017-02-14
1.0597,1.2465,3.0557,6.8685,7.0159,66.85,114.17,1136.46,4.447,20.29,8.3425,8.9191,12.9625,1.4202,1.0062,30.73,35.01,9.975,125.8388,94.2821,159.4845,0.7698,0.7202,1.3082,7.7604,150.58,2017-02-15
1.066,1.2477,3.0744,6.8517,6.9731,67.12,113.36,1140.57,4.451,20.3405,8.2965,8.8612,13.05,1.4186,0.9992,30.75,34.98,9.975,125.6195,93.8628,159.53,0.7694,0.7227,1.3056,7.7598,150.6,2017-02-16
