RXI$US_N.B.EU,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.KO,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SD,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.SZ,RXI_N.B.TA,RXI_N.B.TH,RXI_N.B.VE,JRXWTFB_N.B,JRXWTFN_N.B,JRXWTFO_N.B,RXI$US_N.B.AL,RXI$US_N.B.NZ,RXI_N.B.CA,RXI_N.B.HK,RXI_N.B.SL,Date
1.0614,1.2428,3.1038,6.864,7.0025,67.09,112.86,1150.73,4.451,20.4615,8.3382,8.9175,13.0975,1.4197,1.0022,30.9,34.98,9.975,126.0425,94.1468,160.1081,0.7657,0.7182,1.3114,7.761,151.13,2017-02-17
1.0551,1.2465,3.0932,6.881,7.0447,67,113.48,1143.63,4.4555,20.423,8.3553,8.9677,13.12,1.4204,1.0083,30.8,35.03,9.975,126.2335,94.5224,160.055,0.7672,0.7156,1.3149,7.7605,151.25,2017-02-21
1.0555,1.2456,3.0778,6.8765,7.0414,66.95,113.46,1142.15,4.451,19.9155,8.3638,8.982,13.065,1.4157,1.0109,30.77,35,9.975,125.8346,94.5999,159.0744,0.7683,0.7161,1.3188,7.7599,152,2017-02-22
1.0586,1.2548,3.0645,6.8622,7.0212,66.68,112.68,1129.84,4.447,19.735,8.3317,8.986,12.8975,1.4058,1.0062,30.61,34.96,9.975,125.2481,94.145,158.3505,0.7716,0.7235,1.3109,7.7595,152,2017-02-23
1.058,1.2499,3.1123,6.8645,7.0263,66.68,112.26,1130.41,4.437,19.869,8.3375,8.9994,12.9275,1.4039,1.0055,30.64,34.85,9.975,125.4154,94.151,158.7128,0.7681,0.7201,1.3106,7.7609,151.85,2017-02-24
1.0624,1.2473,3.1085,6.8675,6.996,66.69,112.01,1130.14,4.437,19.829,8.34,9.0134,12.925,1.4004,1.0051,30.72,34.82,9.975,125.2778,93.966,158.6418,0.7693,0.7224,1.31,7.7611,151.75,2017-02-27
1.0618,1.2427,3.1085,6.8665,7.0005,66.67,112.06,1129.17,4.438,19.9975,8.3667,9.0098,13.1,1.399,1.0022,30.64,34.89,9.975,125.5992,94.3064,158.9235,0.7686,0.7229,1.3247,7.7627,151.25,2017-02-28
1.0564,1.2318,3.1028,6.8794,7.0363,66.83,113.66,1140.75,4.4455,19.8785,8.3996,9.0293,13.0325,1.4088,1.0072,30.76,34.96,9.975,126.044,94.9949,159.0407,0.7664,0.7131,1.3345,7.7632,151.25,2017-03-01
1.0514,1.2267,3.1264,6.8868,7.0695,66.75,114.45,1146.9,4.447,19.9265,8.4667,9.0664,13.1,1.4114,1.012,30.88,35.03,9.975,126.4661,95.4396,159.4152,0.7578,0.7071,1.3384,7.7623,151.1,2017-03-02
1.0552,1.2249,3.1385,6.8954,7.0442,66.76,114.6,1156.77,4.452,19.5775,8.4754,9.0372,13.09,1.4155,1.0118,31.03,35.07,9.975,126.2717,95.4033,159.0322,0.7559,0.7012,1.3419,7.7635,151.1,2017-03-03
1.0586,1.2243,3.1218,6.8955,7.0217,66.64,113.92,1154.36,4.446,19.536,8.4835,9.0115,13,1.4119,1.0114,30.95,35.06,9.975,126.0546,95.1699,158.8453,0.7583,0.6999,1.341,7.7634,151,2017-03-06
1.0582,1.2209,3.1222,6.9,7.0242,66.62,113.99,1149.87,4.445,19.505,8.4489,8.9966,12.955,1.4106,1.013,30.92,35.09,9.975,126.0469,95.2193,158.7667,0.7603,0.6983,1.3413,7.7643,151.2,2017-03-07
1.0547,1.2152,3.1527,6.9113,7.0478,66.76,114.58,1154.69,4.452,19.6045,8.5094,9.0444,13.0975,1.4175,1.0146,30.93,35.31,9.975,126.5172,95.622,159.2999,0.7544,0.6926,1.3479,7.7675,151,2017-03-08
1.0586,1.2166,3.1684,6.9086,7.0229,66.64,114.71,1158.12,4.459,19.7885,8.5684,9.0305,13.29,1.4192,1.0131,31.01,35.37,9.975,126.6562,95.5378,159.7113,0.7517,0.6907,1.3504,7.7648,151.25,2017-03-09
1.0667,1.2158,3.1552,6.905,6.9682,66.6,115.02,1150.37,4.449,19.654,8.6034,9.0139,13.215,1.4136,1.0104,30.99,35.35,9.975,126.2599,95.2007,159.2593,0.7531,0.6919,1.3468,7.765,151.25,2017-03-10
1.067,1.2234,3.1524,6.905,6.9672,66.15,114.61,1150.37,4.445,19.559,8.5456,8.9466,13.1125,1.413,1.0068,30.99,35.35,9.975,126.0544,95.0158,159.0376,0.7581,0.6927,1.3453,7.7638,151.45,2017-03-13
1.0645,1.2168,3.159,6.913,6.9827,65.76,114.63,1148.54,4.448,19.626,8.5977,8.9471,13.14,1.414,1.0078,30.94,35.29,9.975,126.2268,95.1757,159.2177,0.7575,0.6933,1.3462,7.768,151.4,2017-03-14
1.063,1.2222,3.1576,6.9132,6.9926,65.62,114.66,1144.16,4.446,19.449,8.5983,8.9571,13.0275,1.4121,1.008,30.83,35.25,9.975,126.0056,95.1712,158.736,0.7593,0.6956,1.3451,7.7689,151.6,2017-03-15
1.0738,1.237,3.1194,6.913,6.9236,65.4,113.02,1148.54,4.448,19.1725,8.517,8.8241,12.7375,1.4012,0.9953,30.94,35.29,9.975,125.1158,94.1203,158.0893,0.7673,0.6979,1.3316,7.7611,151.4,2017-03-16
1.0742,1.2372,3.106,6.9,6.9207,65.38,112.67,1128.67,4.434,19.132,8.4633,8.8167,12.7425,1.402,0.9978,30.52,34.86,9.975,124.8794,94.165,157.5117,0.769,0.7008,1.3366,7.7614,151.75,2017-03-17
1.0754,1.2365,3.0812,6.905,6.9136,65.3,112.59,1112.29,4.425,19.0205,8.4648,8.8247,12.63,1.3957,0.9966,30.38,34.61,9.975,124.6236,94.0821,157.0517,0.7733,0.705,1.3357,7.7651,151.98,2017-03-20
1.081,1.2479,3.084,6.883,6.8788,65.31,111.9,1118.23,4.423,19.0915,8.4609,8.789,12.615,1.3982,0.9936,30.43,34.66,9.975,124.3952,93.6444,157.0959,0.7717,0.7063,1.3321,7.7657,151.5,2017-03-21
1.08,1.2476,3.0863,6.8785,6.8864,65.45,111.06,1117.91,4.425,19.0645,8.4659,8.7984,12.56,1.3983,0.99,30.45,34.6,9.975,124.3672,93.6284,157.0541,0.7674,0.7056,1.3347,7.7664,151.71,2017-03-22
1.0787,1.2526,3.1348,6.8843,6.8935,65.41,111.12,1117.91,4.427,18.992,8.4811,8.8139,12.495,1.3989,0.9924,30.46,34.58,9.975,124.3669,93.642,157.0361,0.7644,0.7043,1.3332,7.7668,151.71,2017-03-23
1.0806,1.2491,3.1144,6.8803,6.882,65.4,111.03,1116.69,4.423,18.852,8.4926,8.8111,12.43,1.3991,0.991,30.32,34.55,9.975,124.1875,93.6699,156.6056,0.7619,0.703,1.3373,7.7669,151.4,2017-03-24
1.0882,1.2583,3.1197,6.8687,6.8369,65.05,110.48,1108.3,4.409,18.8205,8.4662,8.7701,12.7425,1.3926,0.983,30.14,34.35,9.975,123.7709,93.2269,156.2415,0.7623,0.7055,1.3367,7.7672,151.7,2017-03-27
1.0852,1.2503,3.1298,6.8779,6.8569,65.02,110.56,1111.51,4.414,18.865,8.4915,8.7864,12.9,1.3932,0.985,30.17,34.36,9.975,123.9659,93.3851,156.4735,0.7651,0.7037,1.3363,7.7668,151.8,2017-03-28
1.0756,1.2411,3.1175,6.8879,6.9176,64.87,111.05,1112.28,4.417,18.83,8.5214,8.8801,13.025,1.3955,0.9966,30.21,34.42,9.975,124.2556,93.9179,156.4461,0.766,0.7025,1.3372,7.7688,152.05,2017-03-29
1.0726,1.2489,3.1203,6.887,6.9334,64.85,111.36,1114.11,4.419,18.665,8.5484,8.9092,12.8075,1.3942,0.9969,30.29,34.4,9.975,124.0713,93.829,156.1512,0.7666,0.7023,1.3278,7.7702,151.98,2017-03-30
1.0698,1.2537,3.1628,6.8832,6.9523,64.85,111.41,1117.48,4.424,18.829,8.5756,8.9349,13.4225,1.3967,0.9998,30.38,34.32,9.975,124.3472,94.0131,156.529,0.7638,0.7001,1.3321,7.7714,152.03,2017-03-31
1.0655,1.2479,3.1183,6.8832,6.98,65.03,110.96,1117.65,4.426,18.7325,8.5918,8.9639,13.705,1.3975,1.0029,30.33,34.35,9.975,124.4054,94.3087,156.2896,0.7601,0.6997,1.3388,7.7708,151.75,2017-04-03
1.0664,1.2437,3.1147,6.8832,6.9738,65.1,110.74,1122.61,4.43,18.818,8.5918,9.0014,13.5375,1.3985,1.0022,30.47,34.45,9.975,124.5435,94.3406,156.5536,0.7567,0.6977,1.3413,7.7707,151.7,2017-04-04
1.0661,1.2488,3.0932,6.892,6.9749,64.87,111.2,1126.58,4.4295,18.7235,8.5984,8.978,13.7525,1.4009,1.005,30.4,34.55,9.975,124.5144,94.3751,156.4467,0.7575,0.6955,1.341,7.7687,151.55,2017-04-05
1.0651,1.2486,3.1087,6.8955,6.9817,64.58,111.02,1131.21,4.435,18.745,8.6163,9.0076,13.77,1.4023,1.0046,30.51,34.64,9.975,124.5982,94.3992,156.601,0.7549,0.6973,1.3409,7.769,151.7,2017-04-06
1.0616,1.2398,3.1258,6.8978,7.0046,64.26,110.76,1133.89,4.4335,18.648,8.6268,9.0503,13.77,1.4021,1.0066,30.56,34.57,9.975,124.6403,94.5492,156.5074,0.7516,0.6957,1.3396,7.7691,151.6,2017-04-07
1.0606,1.2418,3.1443,6.8988,7.0116,64.55,110.95,1141.24,4.433,18.691,8.6175,9.0635,13.9025,1.4045,1.0077,30.57,34.61,9.975,124.7057,94.5108,156.6986,0.75,0.6965,1.3347,7.7697,151.37,2017-04-10
1.0614,1.2484,3.1456,6.8893,7.0046,64.55,109.74,1147.77,4.431,18.7485,8.5961,9.045,13.8275,1.4029,1.0072,30.63,34.55,9.975,124.6026,94.2557,156.7889,0.7497,0.6956,1.3333,7.7707,152.23,2017-04-11
1.0611,1.25,3.1519,6.889,7.0081,64.68,109.54,1138.83,4.425,18.7665,8.5817,9.0165,13.6225,1.3999,1.0054,30.55,34.45,9.975,124.4916,94.161,156.6627,0.7485,0.6925,1.3302,7.7708,152.13,2017-04-12
1.063,1.2522,3.1309,6.8865,6.9975,64.42,109.23,1133.32,4.41,18.535,8.5506,9.0255,13.4225,1.3975,1.0047,30.32,34.31,9.975,124.0608,93.934,155.9976,0.7585,0.7011,1.3266,7.7737,151.98,2017-04-13
1.0625,1.2531,3.1445,6.8835,7.0021,64.42,108.63,1136.67,4.405,18.5293,8.5741,9.0289,13.415,1.3969,1.0038,30.31,34.34,9.975,124.0848,93.9688,156.0071,0.7575,0.7009,1.3316,7.7726,151.83,2017-04-14
1.066,1.2587,3.1036,6.88,6.978,64.53,108.46,1134.25,4.403,18.548,8.5355,8.9864,13.295,1.3954,1.0022,30.32,34.25,9.975,123.8726,93.6877,155.8899,0.7604,0.7028,1.3277,7.7722,151.8,2017-04-17
1.0706,1.2769,3.0997,6.8778,6.9471,64.56,108.4,1143.89,4.409,18.478,8.5192,8.9737,13.285,1.3967,0.9978,30.39,34.34,9.975,123.8313,93.6042,155.9031,0.7553,0.7034,1.3381,7.7743,151.8,2017-04-18
1.0707,1.2789,3.1399,6.886,6.9475,64.62,109.06,1142.37,4.3985,18.868,8.5757,8.982,13.3025,1.3987,0.9986,30.4,34.39,9.975,124.39,93.8623,156.8113,0.75,0.7002,1.3467,7.7741,152,2017-04-19
1.0758,1.283,3.1466,6.88,6.9136,64.61,109.34,1136.29,4.396,18.848,8.5861,8.9546,13.1875,1.3965,0.996,30.37,34.37,9.975,124.2064,93.6884,156.6243,0.754,0.7017,1.3479,7.7746,151.95,2017-04-20
1.0694,1.2783,3.1475,6.8845,6.9533,64.65,109.08,1134.22,4.398,18.8425,8.6779,9.0155,13.1575,1.3968,0.9987,30.34,34.37,9.975,124.3998,93.9751,156.6922,0.7539,0.702,1.3502,7.7757,152,2017-04-21
1.0846,1.2783,3.1254,6.884,6.8489,64.48,109.74,1132.19,4.398,18.69,8.5628,8.8732,12.985,1.3933,0.9964,30.23,34.37,9.975,123.9386,93.5203,156.244,0.7558,0.7019,1.3517,7.7795,152,2017-04-24
1.0941,1.2836,3.1669,6.8824,6.8004,64.32,110.88,1126.54,4.369,18.9305,8.5518,8.7675,13.0875,1.3927,0.9925,30.06,34.4,9.975,124.0877,93.4634,156.6442,0.7538,0.6949,1.3614,7.7796,151.75,2017-04-25
1.0872,1.2838,3.1961,6.8918,6.843,64.08,111.52,1133.17,4.346,19.149,8.5902,8.7855,13.2825,1.3977,0.9957,30.1,34.48,9.975,124.5655,93.7755,157.3073,0.7462,0.688,1.3591,7.7806,151.9,2017-04-26
1.0864,1.2889,3.1867,6.8958,6.8471,64.14,111.13,1133.83,4.345,19.119,8.5935,8.8499,13.3725,1.3975,0.9948,30.12,34.62,9.975,124.6213,93.8736,157.3075,0.7452,0.6854,1.3664,7.7801,152.1,2017-04-27
1.0895,1.2938,3.1896,6.89,6.8271,64.27,111.44,1136.99,4.339,18.934,8.5726,8.8635,13.335,1.397,0.9944,30.19,34.58,9.975,124.4116,93.777,156.9658,0.7475,0.686,1.3669,7.7779,152.1,2017-04-28
1.0912,1.2917,3.176,6.89,6.8157,64.25,111.78,1134.87,4.339,18.761,8.5838,8.8281,13.375,1.3958,0.9955,30.16,34.58,9.975,124.2085,93.7221,156.5869,0.7534,0.6914,1.3653,7.7775,151.95,2017-05-01
1.091,1.2921,3.1685,6.8949,6.8158,64.16,112.06,1129.16,4.326,18.78,8.5941,8.8291,13.285,1.3951,0.9913,30.02,34.47,9.975,124.2912,93.917,156.5255,0.7523,0.6923,1.3742,7.781,151.95,2017-05-02
1.092,1.2916,3.1443,6.8968,6.8106,64.17,112.34,1131.25,4.317,18.795,8.6191,8.8148,13.3525,1.3951,0.9913,30.05,34.51,9.975,124.2866,93.8715,156.5722,0.7451,0.6912,1.3705,7.781,151.86,2017-05-03
1.0967,1.291,3.1823,6.8959,6.781,64.22,112.7,1134.2,4.326,19.0145,8.6774,8.816,13.615,1.4008,0.989,30.12,34.63,9.975,124.5583,93.8417,157.2084,0.7403,0.6854,1.3745,7.7815,152.25,2017-05-04
1.0996,1.295,3.1703,6.9021,6.7622,64.31,112.63,1136.49,4.335,19.004,8.6022,8.7941,13.4775,1.4041,0.9876,30.18,34.67,9.975,124.4384,93.6081,157.2367,0.7414,0.6915,1.3699,7.7839,152.25,2017-05-05
1.0928,1.2942,3.2003,6.904,6.8086,64.32,112.84,1132.91,4.335,19.1055,8.6445,8.8372,13.6,1.4049,0.9979,30.13,34.62,9.975,124.7511,93.9572,157.489,0.7386,0.691,1.3712,7.784,152.15,2017-05-08
1.0875,1.2939,3.1818,6.906,6.8429,64.66,114.19,1134.84,4.345,19.1225,8.6802,8.8876,13.59,1.4112,1.0074,30.24,34.77,9.975,125.0645,94.3731,157.6594,0.7352,0.6899,1.3715,7.7831,152.2,2017-05-09
1.0873,1.2939,3.1531,6.9011,6.8416,64.53,114.02,1132.13,4.345,18.9705,8.608,8.913,13.45,1.4099,1.0088,30.2,34.73,9.975,124.7611,94.2374,157.1606,0.7383,0.6946,1.3652,7.7864,152.05,2017-05-10
1.0869,1.2885,3.1494,6.9033,6.8457,64.43,113.77,1127.51,4.346,18.8825,8.5924,8.8799,13.33,1.4084,1.0061,30.18,34.72,9.975,124.6957,94.3198,156.914,0.7374,0.6849,1.3693,7.7896,152.01,2017-05-11
1.0926,1.288,3.1207,6.8972,6.8093,64.24,113.3,1121.68,4.344,18.764,8.5713,8.8439,13.375,1.4044,1.0008,30.15,34.65,9.975,124.3616,94.0786,156.4792,0.7397,0.686,1.3717,7.7933,152.4,2017-05-12
1.0979,1.2917,3.1049,6.89,6.776,64.04,113.54,1115.01,4.325,18.66,8.5416,8.819,13.16,1.398,0.9964,30.04,34.53,9.975,123.9429,93.7381,155.9818,0.7425,0.6886,1.3648,7.7884,152.4,2017-05-15
1.1072,1.2912,3.0903,6.884,6.7187,64.03,113.24,1115,4.32,18.6195,8.4664,8.7982,13.0925,1.3958,0.9878,30.09,34.47,9.975,123.5862,93.2369,155.8218,0.7429,0.6881,1.359,7.7873,152.6,2017-05-16
1.1134,1.2944,3.1015,6.8773,6.6814,64.11,111.46,1118.67,4.321,18.628,8.3977,8.7533,13.1675,1.3914,0.9808,30.1,34.47,9.975,123.3486,92.7645,155.8896,0.7426,0.6926,1.3594,7.7867,152.55,2017-05-17
1.113,1.3009,3.3823,6.888,6.6849,64.87,110.82,1129.17,4.326,18.9265,8.4431,8.7755,13.41,1.3918,0.9763,30.3,34.5,9.975,123.9093,92.6605,157.2625,0.7432,0.6916,1.3604,7.7825,152.6,2017-05-18
1.119,1.3018,3.2745,6.883,6.6513,64.56,111.47,1116.71,4.32,18.678,8.3866,8.7398,13.2225,1.3867,0.9754,30.02,34.33,9.975,123.3057,92.3928,156.2635,0.7449,0.6913,1.3537,7.7835,152.4,2017-05-19
1.1236,1.3006,3.2952,6.8828,6.6259,64.53,111.15,1114.71,4.303,18.6695,8.3464,8.6994,13.2175,1.3864,0.9736,30.01,34.32,9.975,123.1434,92.1219,156.2471,0.7476,0.699,1.3503,7.785,152.7,2017-05-22
1.1198,1.2984,3.2729,6.888,6.6461,64.85,111.64,1125.02,4.292,18.638,8.3694,8.7069,13.105,1.3898,0.974,30.16,34.42,9.975,123.2998,92.2983,156.3703,0.7485,0.7014,1.3492,7.7876,152.65,2017-05-23
1.1175,1.2935,3.2747,6.8883,6.6588,64.74,112.02,1122.83,4.291,18.5665,8.3928,8.7107,12.9525,1.3895,0.9769,30.15,34.38,9.975,123.2817,92.3978,156.2039,0.7463,0.7012,1.3454,7.7888,152.6,2017-05-24
1.1218,1.2954,3.288,6.8672,6.6332,64.55,111.7,1119.71,4.277,18.466,8.3531,8.6731,12.875,1.3844,0.972,30.08,34.11,9.975,122.9454,92.1832,155.7306,0.7466,0.7043,1.3457,7.7916,152.78,2017-05-25
1.117,1.2795,3.2575,6.8525,6.6623,64.5,111.3,1118.67,4.267,18.499,8.3935,8.6926,12.87,1.3816,0.9753,30.18,34.04,9.975,123.0087,92.411,155.5833,0.744,0.7055,1.3454,7.7923,152.75,2017-05-26
1.1183,1.2858,3.2651,6.8525,6.6514,64.66,110.68,1122.87,4.281,18.659,8.4304,8.7256,13.1125,1.384,0.9744,30.15,34.11,9.975,123.1,92.262,155.9734,0.7465,0.7095,1.3462,7.7929,152.75,2017-05-30
1.1236,1.2905,3.2405,6.8098,6.6206,64.5,110.71,1119.58,4.279,18.655,8.4361,8.6788,13.1725,1.3833,0.9684,30.11,34.03,9.975,122.7882,92.1072,155.4787,0.7437,0.71,1.3498,7.7929,152.75,2017-05-31
1.1214,1.2894,3.2398,6.8029,6.633,64.39,111.24,1120.85,4.286,18.5775,8.4392,8.6915,12.9775,1.3859,0.9712,30.09,34.16,9.975,122.7838,92.255,155.2824,0.7387,0.7064,1.3484,7.7915,152.7,2017-06-01
1.127,1.2885,3.2391,6.8085,6.6006,64.41,110.49,1117.49,4.279,18.67,8.4237,8.6323,12.8,1.3813,0.9642,30.09,34.11,9.975,122.6806,91.9581,155.4288,0.7441,0.7141,1.35,7.7908,151.85,2017-06-02
1.125,1.2917,3.2896,6.803,6.6133,64.34,110.49,1118.44,4.262,18.3895,8.4585,8.6621,12.685,1.3818,0.9657,30.07,34.05,9.975,122.4498,91.9719,154.9007,0.7479,0.7141,1.3484,7.7919,152.6,2017-06-05
1.1266,1.2901,3.2813,6.7945,6.602,64.42,109.34,1118.53,4.265,18.2825,8.4671,8.6733,12.8325,1.3792,0.9628,30.09,33.96,9.975,122.1654,91.7031,154.6104,0.7514,0.7201,1.3451,7.7936,152.5,2017-06-06
1.1236,1.2941,3.279,6.7935,6.6188,64.39,109.54,1124.16,4.2616,18.2305,8.4912,8.6945,12.8275,1.3816,0.9657,30.09,34.02,9.975,122.2895,91.9254,154.6047,0.755,0.7196,1.3514,7.7936,152.7,2017-06-07
1.1217,1.2939,3.2822,6.799,6.63,64.24,110.1,1122.73,4.267,18.1775,8.485,8.7159,12.8975,1.3813,0.9675,30.11,34.06,9.975,122.3117,92.0331,154.5183,0.7543,0.7219,1.3494,7.7967,151.91,2017-06-08
1.119,1.2737,3.2793,6.797,6.6462,64.24,110.61,1123.51,4.2635,18.1855,8.4968,8.7178,12.8525,1.3837,0.97,30.12,34.05,9.975,122.4108,92.2087,154.5167,0.7532,0.7207,1.3434,7.7972,152.73,2017-06-09
1.1204,1.2658,3.3097,6.7974,6.637,64.48,109.72,1130.55,4.2635,18.1725,8.4655,8.7412,12.83,1.3842,0.9688,30.22,34.06,9.975,122.4335,92.124,154.6732,0.7539,0.7206,1.3447,7.8,152.02,2017-06-12
1.1194,1.2739,3.3125,6.7981,6.6431,64.33,110.12,1127.79,4.261,18.078,8.435,8.7035,12.8,1.3818,0.9692,30.23,33.92,9.975,122.0915,91.7244,154.4201,0.754,0.7221,1.3226,7.7979,152.75,2017-06-13
1.1277,1.2808,3.2762,6.7888,6.5943,64.23,109.16,1116.45,4.256,17.93,8.3662,8.6421,12.5925,1.3718,0.9662,30.08,33.83,9.975,121.5183,91.1977,153.8161,0.7619,0.7303,1.3201,7.7981,152.7,2017-06-14
1.1152,1.2768,3.274,6.8061,6.6679,64.58,110.66,1129.91,4.265,18.09,8.5007,8.7503,12.8725,1.3828,0.9749,30.35,33.95,9.975,122.3612,92.0452,154.6123,0.7582,0.7209,1.3286,7.802,152.9,2017-06-15
1.1194,1.2778,3.2898,6.8097,6.6435,64.5,110.84,1133.2,4.274,17.9195,8.4555,8.7035,12.815,1.383,0.9739,30.31,33.95,9.975,122.1137,91.7992,154.3748,0.7622,0.7252,1.3235,7.8005,152.8,2017-06-16
1.116,1.2743,3.2908,6.818,6.6638,64.45,111.34,1134.69,4.276,17.936,8.478,8.7339,12.955,1.3858,0.9745,30.37,33.94,9.975,122.2763,91.9419,154.5547,0.7605,0.7244,1.3202,7.8001,153.1,2017-06-19
1.1124,1.2628,3.3292,6.8285,6.6869,64.54,111.46,1141.33,4.282,18.1255,8.5613,8.7941,13.065,1.3902,0.9759,30.45,34.01,9.975,122.8142,92.3012,155.2913,0.7575,0.7239,1.3268,7.8007,153.15,2017-06-20
1.1143,1.2667,3.3283,6.8275,6.6749,64.52,111.58,1143.01,4.286,18.154,8.5336,8.7619,13.0425,1.3912,0.9744,30.44,33.99,9.975,122.8906,92.3322,155.4212,0.7549,0.7214,1.3323,7.8003,153.1,2017-06-21
1.1148,1.2659,3.3301,6.8275,6.6707,64.6,111.36,1143.01,4.286,18.112,8.4952,8.753,12.98,1.3909,0.9728,30.44,33.99,9.975,122.721,92.1187,155.3152,0.7542,0.7265,1.3236,7.799,153.1,2017-06-22
1.1196,1.2727,3.3281,6.8345,6.6427,64.47,111.26,1132.99,4.2865,17.962,8.4471,8.7139,12.9175,1.386,0.9692,30.29,33.95,9.975,122.4155,91.9251,154.8836,0.7578,0.7294,1.3263,7.7997,153.25,2017-06-23
1.1196,1.2732,3.3106,6.8382,6.6411,64.43,111.48,1132.48,4.2865,17.883,8.4667,8.713,12.85,1.3875,0.9706,30.3,33.97,9.975,122.31,91.8827,154.7036,0.759,0.7303,1.3228,7.7986,152.62,2017-06-26
1.13,1.2791,3.3195,6.81,6.5655,64.47,112.42,1137.77,4.2865,17.9735,8.4107,8.6147,12.96,1.3867,0.9638,30.32,33.94,9.975,122.0929,91.475,154.7379,0.7588,0.7278,1.3176,7.7999,153.2,2017-06-27
1.1364,1.2936,3.2977,6.7984,6.544,64.55,112.18,1141.91,4.296,17.889,8.4498,8.5665,12.955,1.3818,0.9608,30.41,33.95,9.975,121.633,90.8567,154.5023,0.7638,0.7308,1.3043,7.803,153.25,2017-06-28
1.142,1.2984,3.3062,6.784,6.5114,64.66,112.32,1144.07,4.292,18.031,8.4024,8.495,13.0325,1.3799,0.9569,30.46,33.98,9.975,121.5579,90.5601,154.7137,0.768,0.729,1.301,7.8038,153.4,2017-06-29
1.1411,1.2995,3.3057,6.7793,6.5154,64.62,112.4,1143.75,4.291,18.076,8.3781,8.44,13.0925,1.3765,0.9586,30.38,33.92,9.975,121.5364,90.5364,154.6959,0.7676,0.7322,1.2982,7.8055,153.45,2017-06-30
1.1367,1.2951,3.3,6.7984,6.5411,64.84,113.32,1149.26,4.2965,18.2215,8.3647,8.4742,13.2225,1.3825,0.9632,30.49,33.99,9.975,122.0092,90.8797,155.3093,0.7652,0.7299,1.3,7.81,153.5,2017-07-03
1.1336,1.2934,3.3162,6.7995,6.5599,64.8,113.2,1153.06,4.295,18.3295,8.4027,8.5031,13.4,1.3821,0.9652,30.56,34.03,9.975,122.251,91.0051,155.687,0.7588,0.7273,1.2998,7.8072,153.6,2017-07-05
1.1409,1.2967,3.3048,6.799,6.5177,64.72,113.28,1156.55,4.297,18.307,8.3543,8.4454,13.45,1.3826,0.9634,30.61,34.07,9.975,122.0349,90.6187,155.7009,0.7584,0.7266,1.2933,7.812,153.4,2017-07-06
1.1396,1.288,3.2843,6.8039,6.5252,64.62,114.1,1153.85,4.297,18.144,8.3713,8.4373,13.425,1.3823,0.9644,30.56,34.09,9.975,121.9265,90.6826,155.3773,0.7599,0.7273,1.287,7.8116,153.55,2017-07-07
1.1396,1.2884,3.2627,6.8026,6.525,64.45,114.08,1149.35,4.295,17.981,8.3304,8.4368,13.43,1.385,0.9658,30.56,34.13,9.975,121.7594,90.7095,154.9709,0.7599,0.7269,1.2883,7.8128,153.6,2017-07-10
1.143,1.2851,3.2505,6.801,6.506,64.54,114.2,1149.83,4.296,17.953,8.3265,8.4259,13.595,1.3845,0.9672,30.53,34.1,9.975,121.742,90.71,154.9314,0.7614,0.7209,1.2921,7.8123,153.7,2017-07-11
1.1411,1.2889,3.2258,6.7865,6.5172,64.53,113.19,1138.32,4.292,17.767,8.2812,8.4176,13.235,1.3781,0.9648,30.38,33.94,9.975,121.1465,90.2967,154.1348,0.7673,0.7261,1.2768,7.8105,153.65,2017-07-12
1.1385,1.2921,3.2133,6.7825,6.5322,64.46,113.39,1137.22,4.2905,17.739,8.2682,8.3662,13.2525,1.3768,0.9685,30.36,33.96,9.975,121.0857,90.3154,153.9757,0.7728,0.7315,1.2739,7.8081,153.6,2017-07-13
1.1452,1.3079,3.1832,6.7741,6.493,64.38,112.66,1127.79,4.291,17.562,8.1977,8.3298,13.0275,1.3717,0.9654,30.26,33.76,9.975,120.4402,89.7128,153.3095,0.7813,0.7331,1.2655,7.8069,153.6,2017-07-14
1.147,1.3058,3.181,6.769,6.4841,64.34,112.76,1127.74,4.286,17.6,8.1513,8.3016,12.91,1.3693,0.9627,30.37,33.63,9.975,120.4612,89.7007,153.3717,0.7811,0.7322,1.2673,7.8034,153.7,2017-07-17
1.1578,1.3026,3.1571,6.7451,6.4223,64.32,111.89,1123.69,4.284,17.499,8.0632,8.2742,12.905,1.3659,0.9526,30.34,33.57,9.975,119.9299,89.1814,152.8537,0.7923,0.7368,1.2663,7.8045,153.75,2017-07-18
1.1518,1.3036,3.1526,6.7511,6.4563,64.24,111.77,1122.92,4.2845,17.4775,8.0645,8.2893,12.92,1.3684,0.9548,30.37,33.6,9.975,119.9342,89.199,152.8409,0.7946,0.7357,1.2586,7.8083,153.6,2017-07-19
1.1634,1.2976,3.1374,6.757,6.3921,64.37,111.68,1120.77,4.29,17.512,8.0243,8.2314,13.005,1.3662,0.9507,30.38,33.57,9.975,119.7526,88.8293,152.9107,0.7958,0.7394,1.2582,7.8101,153.6,2017-07-20
